,geneSymbol,geneSymbol_link,map_loc,chromosome,synonyms,summary
42,MGP002017,http://www.genenames.org/cgi-bin/gene_symbol_report?match=MYLK,3q21,3,KRP; AAT7; MLCK; MLCK1; MYLK1; smMLCK; MLCK108; MLCK210; MSTP083;,"This gene, a muscle member of the immunoglobulin gene superfamily, encodes myosin light chain kinase which is a calcium/calmodulin dependent enzyme. This kinase phosphorylates myosin regulatory light chains to facilitate myosin interaction with actin filaments to produce contractile activity. This gene encodes both smooth muscle and nonmuscle isoforms. In addition, using a separate promoter in an intron in the 3' region, it encodes telokin, a small protein identical in sequence to the C-terminus of myosin light chain kinase, that is independently expressed in smooth muscle and functions to stabilize unphosphorylated myosin filaments. A pseudogene is located on the p arm of chromosome 3. Four transcript variants that produce four isoforms of the calcium/calmodulin dependent enzyme have been identified as well as two transcripts that produce two isoforms of telokin. Additional variants have been identified but lack full length transcripts. [provided by RefSeq, Jul 2008]"
43,MGP004616,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PLCB1,20p12,20,PLC-I; EIEE12; PI-PLC; PLC154; PLCB1A; PLCB1B; PLC-154;,"The protein encoded by this gene catalyzes the formation of inositol 1,4,5-trisphosphate and diacylglycerol from phosphatidylinositol 4,5-bisphosphate. This reaction uses calcium as a cofactor and plays an important role in the intracellular transduction of many extracellular signals. This gene is activated by two G-protein alpha subunits, alpha-q and alpha-11. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
44,MGP002329,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PLN,6q22.1,6,PLB; CMD1P; CMH18;,"The protein encoded by this gene is found as a pentamer and is a major substrate for the cAMP-dependent protein kinase in cardiac muscle. The encoded protein is an inhibitor of cardiac muscle sarcoplasmic reticulum Ca(2+)-ATPase in the unphosphorylated state, but inhibition is relieved upon phosphorylation of the protein. The subsequent activation of the Ca(2+) pump leads to enhanced muscle relaxation rates, thereby contributing to the inotropic response elicited in heart by beta-agonists. The encoded protein is a key regulator of cardiac diastolic function. Mutations in this gene are a cause of inherited human dilated cardiomyopathy with refractory congestive heart failure. [provided by RefSeq, Jul 2008]"
45,MGP002414,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PRKACA,19p13.1,19,PKACA; PPNAD4;,"This gene encodes one of the catalytic subunits of protein kinase A, which exists as a tetrameric holoenzyme with two regulatory subunits and two catalytic subunits, in its inactive form. cAMP causes the dissociation of the inactive holoenzyme into a dimer of regulatory subunits bound to four cAMP and two free monomeric catalytic subunits. Four different regulatory subunits and three catalytic subunits have been identified in humans. cAMP-dependent phosphorylation of proteins by protein kinase A is important to many cellular processes, including differentiation, proliferation, and apoptosis. Constitutive activation of this gene caused either by somatic mutations, or genomic duplications of regions that include this gene, have been associated with hyperplasias and adenomas of the adrenal cortex and are linked to corticotropin-independent Cushing's syndrome. Alternative splicing results in multiple transcript variants encoding different isoforms. Tissue-specific isoforms that differ at the N-terminus have been described, and these isoforms may differ in the post-translational modifications that occur at the N-terminus of some isoforms. [provided by RefSeq, Jan 2015]"
46,MGP002417,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PRKAR1A,17q24.2,17,CAR; CNC; CNC1; PKR1; TSE1; ADOHR; PPNAD1; PRKAR1; ACRDYS1;,"cAMP is a signaling molecule important for a variety of cellular functions. cAMP exerts its effects by activating the cAMP-dependent protein kinase, which transduces the signal through phosphorylation of different target proteins. The inactive kinase holoenzyme is a tetramer composed of two regulatory and two catalytic subunits. cAMP causes the dissociation of the inactive holoenzyme into a dimer of regulatory subunits bound to four cAMP and two free monomeric catalytic subunits. Four different regulatory subunits and three catalytic subunits have been identified in humans. This gene encodes one of the regulatory subunits. This protein was found to be a tissue-specific extinguisher that down-regulates the expression of seven liver genes in hepatoma x fibroblast hybrids. Mutations in this gene cause Carney complex (CNC). This gene can fuse to the RET protooncogene by gene rearrangement and form the thyroid tumor-specific chimeric oncogene known as PTC2. A nonconventional nuclear localization sequence (NLS) has been found for this protein which suggests a role in DNA replication via the protein serving as a nuclear transport protein for the second subunit of the Replication Factor C (RFC40). Several alternatively spliced transcript variants encoding two different isoforms have been observed. [provided by RefSeq, Jan 2013]"
47,MGP002739,http://www.genenames.org/cgi-bin/gene_symbol_report?match=RYR2,1q43,1,RyR; ARVC2; ARVD2; RYR-2; VTSIP;,"This gene encodes a ryanodine receptor found in cardiac muscle sarcoplasmic reticulum. The encoded protein is one of the components of a calcium channel, composed of a tetramer of the ryanodine receptor proteins and a tetramer of FK506 binding protein 1B proteins, that supplies calcium to cardiac muscle. Mutations in this gene are associated with stress-induced polymorphic ventricular tachycardia and arrhythmogenic right ventricular dysplasia. [provided by RefSeq, Jul 2008]"
48,MGP002761,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SCN5A,3p21,3,HB1; HB2; HH1; IVF; VF1; HBBD; ICCD; LQT3; SSS1; CDCD2; CMD1E; CMPD2; PFHB1; Nav1.5;,"The protein encoded by this gene is an integral membrane protein and tetrodotoxin-resistant voltage-gated sodium channel subunit. This protein is found primarily in cardiac muscle and is responsible for the initial upstroke of the action potential in an electrocardiogram. Defects in this gene are a cause of long QT syndrome type 3 (LQT3), an autosomal dominant cardiac disease. Alternative splicing results in several transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
49,MGP002879,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SLC8A1,2p22.1,2,NCX1;,"In cardiac myocytes, Ca(2+) concentrations alternate between high levels during contraction and low levels during relaxation. The increase in Ca(2+) concentration during contraction is primarily due to release of Ca(2+) from intracellular stores. However, some Ca(2+) also enters the cell through the sarcolemma (plasma membrane). During relaxation, Ca(2+) is sequestered within the intracellular stores. To prevent overloading of intracellular stores, the Ca(2+) that entered across the sarcolemma must be extruded from the cell. The Na(+)-Ca(2+) exchanger is the primary mechanism by which the Ca(2+) is extruded from the cell during relaxation. In the heart, the exchanger may play a key role in digitalis action. The exchanger is the dominant mechanism in returning the cardiac myocyte to its resting state following excitation.[supplied by OMIM, Apr 2004]"
50,MGP002945,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SNTA1,20q11.2,20,SNT1; LQT12; TACIP1; dJ1187J4.5;,"Syntrophins are cytoplasmic peripheral membrane scaffold proteins that are components of the dystrophin-associated protein complex. This gene is a member of the syntrophin gene family and encodes the most common syntrophin isoform found in cardiac tissues. The N-terminal PDZ domain of this syntrophin protein interacts with the C-terminus of the pore-forming alpha subunit (SCN5A) of the cardiac sodium channel Nav1.5. This protein also associates cardiac sodium channels with the nitric oxide synthase-PMCA4b (plasma membrane Ca-ATPase subtype 4b) complex in cardiomyocytes. This gene is a susceptibility locus for Long-QT syndrome (LQT) - an inherited disorder associated with sudden cardiac death from arrhythmia - and sudden infant death syndrome (SIDS). This protein also associates with dystrophin and dystrophin-related proteins at the neuromuscular junction and alters intracellular calcium ion levels in muscle tissue. [provided by RefSeq, Jan 2013]"
51,MGP002946,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SNTB1,8q23-q24,8,A1B; SNT2; BSYN2; 59-DAP; DAPA1B; SNT2B1; TIP-43;,"Dystrophin is a large, rod-like cytoskeletal protein found at the inner surface of muscle fibers. Dystrophin is missing in Duchenne Muscular Dystrophy patients and is present in reduced amounts in Becker Muscular Dystrophy patients. The protein encoded by this gene is a peripheral membrane protein found associated with dystrophin and dystrophin-related proteins. This gene is a member of the syntrophin gene family, which contains at least two other structurally-related genes. [provided by RefSeq, Jul 2008]"
52,MGP002948,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SNTB2,16q22.1,16,SNT3; SNTL; SNT2B2; EST25263; D16S2531E;,"Dystrophin is a large, rod-like cytoskeletal protein found at the inner surface of muscle fibers. Dystrophin is missing in Duchenne Muscular Dystrophy patients and is present in reduced amounts in Becker Muscular Dystrophy patients. The protein encoded by this gene is a peripheral membrane protein found associated with dystrophin and dystrophin-related proteins. This gene is a member of the syntrophin gene family, which contains at least two other structurally-related genes. [provided by RefSeq, Jul 2008]"
53,MGP003162,http://www.genenames.org/cgi-bin/gene_symbol_report?match=TNNC1,3p21.1,3,TNC; TN-C; TNNC; CMD1Z; CMH13;,"Troponin is a central regulatory protein of striated muscle contraction, and together with tropomyosin, is located on the actin filament. Troponin consists of 3 subunits: TnI, which is the inhibitor of actomyosin ATPase; TnT, which contains the binding site for tropomyosin; and TnC, the protein encoded by this gene. The binding of calcium to TnC abolishes the inhibitory action of TnI, thus allowing the interaction of actin with myosin, the hydrolysis of ATP, and the generation of tension. Mutations in this gene are associated with cardiomyopathy dilated type 1Z. [provided by RefSeq, Oct 2008]"
54,MGP003159,http://www.genenames.org/cgi-bin/gene_symbol_report?match=TNNC2,20q12-q13.11,20,,"Troponin (Tn), a key protein complex in the regulation of striated muscle contraction, is composed of 3 subunits. The Tn-I subunit inhibits actomyosin ATPase, the Tn-T subunit binds tropomyosin and Tn-C, while the Tn-C subunit binds calcium and overcomes the inhibitory action of the troponin complex on actin filaments. The protein encoded by this gene is the Tn-C subunit. [provided by RefSeq, Jul 2008]"
